,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,,,Special Teams,Special Teams,,Assists,Assists,Assists,Shot Data,Shot Data,Ice Time,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
671,Darren Rumble\rumblda01,32,STL,D,12,0,4,4,7,27,1.2,0,0,0,0,1,1,2,11,0.0,219,18:13
672,Jarkko Ruutu\ruutuja01,25,VAN,LW,21,3,3,6,1,32,0.6,2,0,1,0,3,0,0,23,13.0,224,10:39
673,Joe Sacco\saccojo01,31,WSH,RW,69,7,7,14,4,48,1.0,7,0,0,0,7,0,0,81,8.6,770,11:10
674,Joe Sakic*\sakicjo01,31,COL,C,82,54,64,118,45,30,15.9,32,19,3,12,34,27,3,332,16.3,1887,23:01
675,Ruslan Salei\saleiru01,26,MDA,D,50,1,5,6,-14,70,1.2,1,0,0,0,5,0,0,73,1.4,1033,20:40
676,Sami Salo\salosa01,26,OTT,D,31,2,16,18,9,10,3.2,1,1,0,0,5,11,0,61,3.3,612,19:44
677,Bryce Salvador\salvabr01,24,STL,D,75,2,8,10,-4,69,2.3,2,0,0,1,8,0,0,60,3.3,1247,16:38
678,Sergei Samsonov\samsose01,22,BOS,LW,82,29,46,75,6,18,8.2,26,3,0,3,30,15,1,215,13.5,1590,19:23
679,Mikael Samuelsson\samuemi01,24,SJS,RW,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,19,4:41
680,Geoff Sanderson\sandege01,28,CBJ,LW,68,30,26,56,4,46,7.5,21,9,0,7,16,10,0,199,15.1,1130,16:37
681,Oleg Saprykin\sapryol01,19,CGY,RW,59,9,14,23,4,43,2.3,7,2,0,0,11,3,0,95,9.5,718,12:10
682,Yves Sarault\sarauyv01,28,ATL,LW,20,5,4,9,-9,26,0.6,3,2,0,0,4,0,0,44,11.4,263,13:08
683,Cory Sarich\saricco01,22,TBL,D,73,1,8,9,-25,106,0.6,1,0,0,1,7,0,1,66,1.5,1368,18:44
684,Miroslav Satan\satanmi01,26,BUF,RW,82,29,33,62,5,36,7.1,19,8,2,4,18,12,3,206,14.1,1635,19:56
685,Andre Savage\savagan01,25,BOS,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,5,4:38
686,Brian Savage\savagbr01,29,MTL,LW,62,21,24,45,-13,26,4.6,9,12,0,1,16,8,0,172,12.2,1168,18:50
687,Marc Savard\savarma01,23,CGY,C,77,23,42,65,-12,46,6.2,12,10,1,5,26,15,1,197,11.7,1480,19:13
688,Kevin Sawyer\sawyeke01,26,MDA,LW,9,0,1,1,-1,27,0.0,0,0,0,0,1,0,0,6,0.0,59,6:31
689,Dave Scatchard\scatcda01,24,NYI,C,81,21,24,45,-9,114,4.4,17,4,0,5,16,7,1,176,11.9,1363,16:50
690,Peter Schaefer\schaepe01,23,VAN,LW,82,16,20,36,4,22,3.2,9,3,4,2,13,6,1,163,9.8,1337,16:18
691,Petr Schastlivy\schaspe01,21,OTT,LW,17,3,2,5,-1,6,0.4,3,0,0,0,2,0,0,32,9.4,193,11:20
692,Mathieu Schneider\schnema01,31,LAK,D,73,16,35,51,0,56,8.0,8,7,1,2,14,20,1,183,8.7,1684,23:04
693,Ray Schultz\schulra01,24,NYI,D,13,0,2,2,-1,40,0.3,0,0,0,0,2,0,0,3,0.0,141,10:50
694,Daniel Sedin\sedinda01,20,VAN,C,75,20,14,34,-3,24,3.8,10,10,0,3,10,4,0,127,15.7,975,13:00
695,Henrik Sedin\sedinhe01,20,VAN,LW,82,9,20,29,-2,38,1.9,7,2,0,1,13,7,0,98,9.2,1109,13:31
696,Lubomir Sekeras\sekerlu01,32,MIN,D,80,11,23,34,-8,52,6.9,7,4,0,2,14,8,1,102,10.8,1697,21:13
697,Teemu Selanne*\selante01,30,TOT,RW,73,33,39,72,-7,36,8.2,21,12,0,7,20,19,0,233,14.2,1552,21:15
697,Teemu Selanne*\selante01,30,MDA,RW,61,26,33,59,-8,36,6.5,16,10,0,5,16,17,0,202,12.9,1333,21:51
697,Teemu Selanne*\selante01,30,SJS,RW,12,7,6,13,1,0,1.7,5,2,0,2,4,2,0,31,22.6,219,18:14
698,Alex Selivanov\selival01,29,CBJ,RW,59,8,11,19,-11,38,1.2,3,5,0,2,9,2,0,104,7.7,832,14:06
699,Sean Selmser\selmsse01,26,CBJ,LW,1,0,0,0,0,5,0.0,0,0,0,0,0,0,0,2,0.0,11,11:03
700,Brendan Shanahan*\shanabr01,32,DET,LW,81,31,45,76,9,81,8.9,15,15,1,7,24,21,0,278,11.2,1488,18:22
701,Darryl Shannon\shannda01,32,MTL,D,7,0,1,1,-4,6,0.0,0,0,0,0,1,0,0,6,0.0,126,18:03
702,Jeff Shantz\shantje01,27,CGY,C,73,5,15,20,-7,58,0.6,5,0,0,0,12,3,0,88,5.7,1084,14:51
703,Rob Shearer\shearro01,24,COL,C,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,14,6:45
704,Jody Shelley\shelljo01,24,CBJ,LW,1,0,0,0,0,10,0.0,0,0,0,0,0,0,0,0,,2,1:33
705,Denis Shvidki\shvidde01,20,FLA,RW,43,6,10,16,6,16,1.8,6,0,0,1,7,3,0,28,21.4,445,10:21
706,Mike Sillinger\sillimi01,29,TOT,C,68,16,25,41,-11,48,3.4,15,1,0,2,12,12,1,119,13.4,1227,18:02
706,Mike Sillinger\sillimi01,29,FLA,C,55,13,21,34,-12,44,2.7,12,1,0,2,9,11,1,100,13.0,1038,18:52
706,Mike Sillinger\sillimi01,29,OTT,C,13,3,4,7,1,4,0.7,3,0,0,0,3,1,0,19,15.8,189,14:31
707,Jon Sim\simjo01,23,DAL,LW,15,0,3,3,-2,6,0.0,0,0,0,0,2,1,0,18,0.0,132,8:47
708,Roman Simicek\simicro01,29,TOT,C,57,5,10,15,-9,51,0.6,2,3,0,1,4,6,0,33,15.2,629,11:02
708,Roman Simicek\simicro01,29,PIT,C,29,3,6,9,-5,30,0.4,2,1,0,1,2,4,0,19,15.8,275,9:28
708,Roman Simicek\simicro01,29,MIN,C,28,2,4,6,-4,21,0.2,0,2,0,0,2,2,0,14,14.3,355,12:40
709,Chris Simon\simonch01,29,WSH,LW,60,10,10,20,-12,109,1.2,6,4,0,2,7,3,0,123,8.1,874,14:34
710,Reid Simpson\simpsre01,31,STL,LW,38,2,1,3,-3,96,0.0,2,0,0,1,1,0,0,23,8.7,264,6:57
711,Todd Simpson\simpsto01,27,TOT,D,38,1,4,5,-4,86,1.0,1,0,0,1,4,0,0,35,2.9,593,15:37
711,Todd Simpson\simpsto01,27,FLA,D,25,1,3,4,0,74,1.0,1,0,0,1,3,0,0,26,3.8,412,16:29
711,Todd Simpson\simpsto01,27,PHX,D,13,0,1,1,-4,12,0.0,0,0,0,0,1,0,0,9,0.0,181,13:56
712,Jarrod Skalde\skaldja01,29,ATL,C,19,1,2,3,-8,20,-0.4,1,0,0,0,2,0,0,24,4.2,265,13:57
713,Andrei Skopintsev\skopian01,29,ATL,D,17,1,3,4,-7,16,0.2,1,0,0,1,0,2,1,10,10.0,310,18:13
714,Martin Skoula\skoulma01,21,COL,D,82,8,17,25,8,38,5.2,5,3,0,2,11,6,0,108,7.4,1697,20:41
715,Karlis Skrastins\skraska01,26,NSH,D,82,1,11,12,-12,30,3.1,1,0,0,1,9,1,1,66,1.5,1574,19:12
716,Pavel Skrbek\skrbepa01,22,NSH,D,5,0,0,0,1,4,0.2,0,0,0,0,0,0,0,2,0.0,59,11:44
717,Jiri Slegr\slegrji01,29,TOT,D,75,8,26,34,-10,96,4.0,5,2,1,1,14,12,0,145,5.5,1452,19:21
717,Jiri Slegr\slegrji01,29,PIT,D,42,5,10,15,-9,60,1.3,4,0,1,1,7,3,0,67,7.5,740,17:37
717,Jiri Slegr\slegrji01,29,ATL,D,33,3,16,19,-1,36,2.7,1,2,0,0,7,9,0,78,3.8,712,21:34
718,Blake Sloan\sloanbl01,25,TOT,RW,47,3,2,5,-4,17,-0.1,3,0,0,1,2,0,0,45,6.7,514,10:56
718,Blake Sloan\sloanbl01,25,DAL,RW,33,2,2,4,-2,4,0.0,2,0,0,1,2,0,0,29,6.9,328,9:56
718,Blake Sloan\sloanbl01,25,CBJ,RW,14,1,0,1,-2,13,-0.2,1,0,0,0,0,0,0,16,6.3,186,13:19
719,Richard Smehlik\smehlri01,31,BUF,D,56,3,12,15,6,4,4.0,3,0,0,1,8,2,2,40,7.5,1087,19:25
720,Brandon Smith\smithbr04,27,BOS,D,3,1,0,1,-1,0,0.1,0,1,0,0,0,0,0,2,50.0,20,6:46
721,Jason Smith\smithja01,27,EDM,D,82,5,15,20,14,120,5.1,3,1,1,0,15,0,0,140,3.6,1776,21:40
722,Mark Smith\smithma01,23,SJS,C,42,2,2,4,2,51,0.1,2,0,0,0,2,0,0,39,5.1,370,8:48
723,Steve Smith\smithst05,37,CGY,D,13,0,2,2,-2,17,0.4,0,0,0,0,2,0,0,3,0.0,247,19:00
724,Wyatt Smith\smithwy01,23,PHX,C,42,3,7,10,7,13,0.7,2,0,1,0,6,0,1,40,7.5,518,12:20
725,Bryan Smolinski\smolibr01,29,LAK,LW,78,27,32,59,10,40,6.4,19,5,3,5,15,16,1,183,14.8,1445,18:32
726,Peter Smrek\smrekpe01,21,TOT,D,20,2,3,5,2,14,1.0,2,0,0,1,1,1,1,14,14.3,313,15:39
726,Peter Smrek\smrekpe01,21,NYR,D,14,0,3,3,1,12,0.4,0,0,0,0,1,1,1,9,0.0,235,16:47
726,Peter Smrek\smrekpe01,21,STL,D,6,2,0,2,1,2,0.6,2,0,0,1,0,0,0,5,40.0,78,13:01
727,Brad Smyth\smythbr01,27,NYR,RW,4,1,0,1,0,4,0.1,1,0,0,0,0,0,0,10,10.0,56,13:57
728,Ryan Smyth\smythry01,24,EDM,RW,82,31,39,70,10,58,7.8,20,11,0,6,23,14,2,245,12.7,1637,19:58
729,Dan Snyder\snydeda01,22,ATL,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,14,6:55
730,Brent Sopel\sopelbr01,24,VAN,D,52,4,10,14,4,10,2.8,4,0,0,1,7,3,0,57,7.0,833,16:01
731,Sheldon Souray\sourash01,24,MTL,D,52,3,8,11,-11,95,2.2,3,0,0,2,6,1,1,103,2.9,1072,20:36
732,Jaroslav Spacek\spaceja01,26,TOT,D,62,7,19,26,3,28,5.1,4,3,0,1,9,7,3,106,6.6,1306,21:04
732,Jaroslav Spacek\spaceja01,26,CHI,D,50,5,18,23,7,20,4.6,3,2,0,1,9,7,2,85,5.9,1076,21:31
732,Jaroslav Spacek\spaceja01,26,FLA,D,12,2,1,3,-4,8,0.5,1,1,0,0,0,0,1,21,9.5,230,19:12
733,Martin Spanhel\spanhma01,23,CBJ,LW,6,1,0,1,-1,2,0.1,1,0,0,0,0,0,0,8,12.5,75,12:29
734,Martin St. Louis*\stlouma01,25,TBL,LW,78,18,22,40,-4,12,3.9,12,3,3,4,17,4,1,141,12.8,1189,15:14
735,Steve Staios\staiost01,27,ATL,D,70,9,13,22,-23,137,2.4,5,4,0,0,6,7,0,156,5.8,1522,21:45
736,Mike Stapleton\staplmi01,34,TOT,C,52,2,6,8,-11,10,-0.2,1,1,0,0,5,1,0,31,6.5,491,9:26
736,Mike Stapleton\staplmi01,34,NYI,C,34,1,4,5,-5,2,-0.1,1,0,0,0,3,1,0,22,4.5,311,9:09
736,Mike Stapleton\staplmi01,34,VAN,C,18,1,2,3,-6,8,-0.1,0,1,0,0,2,0,0,9,11.1,179,9:58
737,Patrik Stefan\stefapa01,20,ATL,C,66,10,21,31,-3,22,2.4,10,0,0,1,13,6,2,93,10.8,932,14:07
738,Kevin Stevens\steveke01,35,TOT,LW,55,10,22,32,-6,73,2.3,8,2,0,0,18,4,0,107,9.3,877,15:56
738,Kevin Stevens\steveke01,35,PIT,LW,32,8,15,23,-4,55,1.7,6,2,0,0,11,4,0,76,10.5,584,18:15
738,Kevin Stevens\steveke01,35,PHI,LW,23,2,7,9,-2,18,0.5,2,0,0,0,7,0,0,31,6.5,293,12:43
739,Scott Stevens*\stevesc01,36,NJD,D,81,9,22,31,40,71,8.1,6,3,0,2,14,7,1,171,5.3,1994,24:37
740,Jeremy Stevenson\steveje01,26,NSH,LW,8,1,0,1,-1,39,0.1,1,0,0,0,0,0,0,6,16.7,51,6:24
741,Turner Stevenson\stevetu01,28,NJD,RW,69,8,18,26,11,97,2.4,6,2,0,1,11,7,0,92,8.7,759,11:00
742,Cam Stewart\stewaca01,29,MIN,LW,54,4,9,13,-3,18,0.7,3,0,1,0,8,1,0,61,6.6,713,13:12
743,Cory Stillman\stillco01,27,TOT,LW,78,24,28,52,-8,51,5.1,14,10,0,4,20,8,0,174,13.8,1467,18:48
743,Cory Stillman\stillco01,27,CGY,LW,66,21,24,45,-6,45,4.5,14,7,0,4,17,7,0,148,14.2,1243,18:50
743,Cory Stillman\stillco01,27,STL,LW,12,3,4,7,-2,6,0.6,0,3,0,0,3,1,0,26,11.5,223,18:37
744,P.J. Stock\stockpj01,25,TOT,C,51,2,5,7,-3,110,0.2,2,0,0,0,5,0,0,27,7.4,352,6:54
744,P.J. Stock\stockpj01,25,PHI,C,31,1,3,4,-2,78,0.0,1,0,0,0,3,0,0,18,5.6,242,7:48
744,P.J. Stock\stockpj01,25,MTL,C,20,1,2,3,-1,32,0.2,1,0,0,0,2,0,0,9,11.1,110,5:31
745,Martin Straka\strakma01,28,PIT,LW,82,27,68,95,19,38,9.0,19,7,1,4,34,33,1,185,14.6,1888,23:01
746,Jason Strudwick\strudja01,25,VAN,D,60,1,4,5,16,64,2.3,1,0,0,1,4,0,0,21,4.8,599,9:59
747,Brad Stuart\stuarbr02,21,SJS,D,77,5,18,23,10,56,5.5,4,1,0,2,12,6,0,119,4.2,1547,20:06
748,Jozef Stumpel\stumpjo01,28,LAK,C,63,16,39,55,20,14,5.7,7,9,0,6,29,9,1,95,16.8,1234,19:35
749,Marco Sturm\sturmma01,22,SJS,LW,81,14,18,32,9,28,2.9,9,2,3,5,16,2,0,153,9.2,1304,16:06
750,Radoslav Suchy\suchyra01,24,PHX,D,72,0,10,10,1,22,2.4,0,0,0,0,8,0,2,33,0.0,1235,17:09
751,Mike Sullivan\sullimi01,32,PHX,LW,72,5,4,9,-6,16,-0.3,2,0,3,0,4,0,0,59,8.5,922,12:48
752,Steve Sullivan\sullist01,26,CHI,RW,81,34,41,75,3,54,8.8,20,6,8,3,29,10,2,204,16.7,1664,20:32
753,Mats Sundin*\sundima01,29,TOR,C,82,28,46,74,15,76,8.2,19,9,0,6,32,13,1,226,12.4,1587,19:21
754,Niklas Sundstrom\sundsni01,25,SJS,RW,82,10,39,49,10,28,4.2,5,4,1,0,28,9,2,100,10.0,1372,16:44
755,Maxim Sushinsky\sushima01,26,MIN,RW,30,7,4,11,-7,29,1.0,4,3,0,0,3,1,0,62,11.3,420,14:01
756,Gary Suter\suterga01,36,SJS,D,68,10,24,34,8,84,6.9,6,4,0,1,8,16,0,157,6.4,1459,21:27
757,Ron Sutter\suttero01,37,CGY,C,21,1,3,4,4,12,0.3,1,0,0,0,3,0,0,16,6.3,248,11:49
758,Andy Sutton\suttoan01,25,MIN,D,69,3,4,7,-11,131,1.7,1,2,0,0,4,0,0,64,4.7,891,12:55
759,Ken Sutton\suttoke01,31,NJD,D,53,1,7,8,9,37,2.0,1,0,0,0,7,0,0,35,2.9,834,15:44
760,Per Svartvadet\svartpe01,25,ATL,C,69,10,11,21,-6,20,1.1,8,0,2,1,10,1,0,98,10.2,1015,14:42
761,Robert Svehla\svehlro01,32,FLA,D,82,6,22,28,-8,76,5.3,6,0,0,0,19,3,0,121,5.0,2097,25:34
762,Petr Svoboda\svobope01,34,TBL,D,19,1,3,4,-4,41,0.6,1,0,0,0,3,0,0,16,6.3,357,18:48
763,Petr Svoboda\svobope02,20,TOR,D,18,1,2,3,-5,10,0.3,0,1,0,0,1,1,0,17,5.9,269,14:58
764,Brian Swanson\swansbr01,24,EDM,C,16,1,1,2,-1,6,-0.1,1,0,0,0,1,0,0,8,12.5,175,10:55
765,Don Sweeney\sweendo01,34,BOS,D,72,2,10,12,-1,26,2.8,1,1,0,1,7,3,0,60,3.3,1387,19:16
766,Darryl Sydor\sydorda01,28,DAL,D,81,10,37,47,5,34,8.5,2,8,0,1,18,19,0,140,7.1,1735,21:25
767,Michal Sykora\sykormi01,27,PHI,D,49,5,11,16,9,26,3.6,3,1,1,1,7,4,0,71,7.0,806,16:27
768,Petr Sykora\sykorpe01,24,NJD,RW,73,35,46,81,36,32,10.6,24,9,2,3,30,15,1,249,14.1,1295,17:44
769,Dean Sylvester\sylvede01,28,ATL,RW,43,5,6,11,-16,8,-0.1,4,1,0,0,2,4,0,82,6.1,605,14:04
770,Chris Tamer\tamerch01,30,ATL,D,82,4,13,17,-1,128,3.1,3,0,1,1,13,0,0,90,4.4,1615,19:42
771,David Tanabe\tanabda01,20,CAR,D,74,7,22,29,-9,42,5.3,2,5,0,1,11,11,0,130,5.4,1326,17:55
772,Alex Tanguay\tangual01,21,COL,LW,82,27,50,77,35,37,9.3,19,7,1,3,39,11,0,135,20.0,1464,17:51
773,Brad Tapper\tappebr01,22,ATL,RW,16,2,3,5,1,6,0.4,2,0,0,0,3,0,0,21,9.5,204,12:44
774,Chris Taylor\tayloch01,28,BUF,C,14,0,2,2,1,6,0.0,0,0,0,0,2,0,0,21,0.0,156,11:08
775,Tim Taylor\tayloti01,31,NYR,C,38,2,5,7,-6,16,0.0,2,0,0,1,5,0,0,34,5.9,340,8:57
776,Petr Tenkrat\tenkrpe01,23,MDA,RW,46,5,9,14,-11,16,0.7,5,0,0,2,4,5,0,79,6.3,589,12:48
777,Joey Tetarenko\tetarjo01,22,FLA,D,29,3,1,4,-1,44,0.9,3,0,0,0,1,0,0,21,14.3,180,6:12
778,Chris Therien\therich01,29,PHI,D,73,2,12,14,22,48,4.7,1,1,0,0,10,2,0,103,1.9,1507,20:38
779,Scott Thomas\thomasc01,31,LAK,LW,24,3,1,4,0,9,0.3,3,0,0,0,1,0,0,16,18.8,195,8:07
780,Steve Thomas\thomast01,37,TOR,RW,57,8,26,34,0,46,2.7,7,1,0,1,19,7,0,140,5.7,914,16:02
781,Rocky Thompson\thompro01,23,FLA,RW,4,0,0,0,0,19,0.0,0,0,0,0,0,0,0,0,,6,1:28
782,Joe Thornton\thornjo01,21,BOS,C,72,37,34,71,-4,107,8.3,17,19,1,5,27,7,0,181,20.4,1566,21:45
783,Scott Thornton\thornsc01,30,SJS,LW,73,19,17,36,4,114,4.1,15,4,0,1,12,5,0,159,11.9,1015,13:54
784,Billy Tibbetts\tibbebi01,26,PIT,RW,29,1,2,3,-2,79,-0.1,1,0,0,0,2,0,0,16,6.3,210,7:14
785,Brad Tiley\tileybr01,29,PHI,D,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,1,0.0,32,15:46
786,Mattias Timander\timanma01,26,CBJ,D,76,2,9,11,-8,24,2.8,2,0,0,1,7,2,0,68,2.9,1599,21:02
787,Kimmo Timonen\timonki01,25,NSH,D,82,12,13,25,-6,50,6.5,6,6,0,3,5,8,0,151,7.9,1901,23:11
788,German Titov\titovge01,35,MDA,LW,71,9,11,20,-21,61,0.5,8,1,0,0,7,4,0,78,11.5,1128,15:53
789,Keith Tkachuk\tkachke01,28,TOT,LW,76,35,44,79,3,122,9.3,18,17,0,5,30,13,1,271,12.9,1527,20:06
789,Keith Tkachuk\tkachke01,28,PHX,LW,64,29,42,71,6,108,8.3,14,15,0,4,29,12,1,230,12.6,1291,20:11
789,Keith Tkachuk\tkachke01,28,STL,LW,12,6,2,8,-3,14,1.0,4,2,0,1,1,1,0,41,14.6,236,19:39
790,Daniel Tkaczuk\tkaczda01,21,CGY,C,19,4,7,11,1,14,1.2,3,1,0,0,6,1,0,34,11.8,233,12:14
791,Rick Tocchet\tocchri01,36,PHI,RW,60,14,22,36,10,83,4.0,9,5,0,2,18,4,0,76,18.4,920,15:20
792,Jeff Toms\tomsje01,26,TOT,LW,54,3,5,8,-10,10,0.0,3,0,0,0,3,2,0,49,6.1,478,8:51
792,Jeff Toms\tomsje01,26,NYI,LW,39,2,4,6,-7,10,0.0,2,0,0,0,2,2,0,37,5.4,380,9:44
792,Jeff Toms\tomsje01,26,NYR,LW,15,1,1,2,-3,0,0.0,1,0,0,0,1,0,0,12,8.3,98,6:34
793,Patrick Traverse\travepa01,26,TOT,D,71,5,9,14,-10,30,2.8,4,1,0,1,4,5,0,62,8.1,1286,18:07
793,Patrick Traverse\travepa01,26,BOS,D,37,2,6,8,4,14,2.0,1,1,0,1,3,3,0,39,5.1,616,16:38
793,Patrick Traverse\travepa01,26,MTL,D,19,2,3,5,-8,10,0.7,2,0,0,0,1,2,0,16,12.5,411,21:36
793,Patrick Traverse\travepa01,26,MDA,D,15,1,0,1,-6,6,0.1,1,0,0,0,0,0,0,7,14.3,260,17:19
794,Dan Trebil\trebida01,26,TOT,D,26,0,0,0,0,7,0.2,0,0,0,0,0,0,0,26,0.0,350,13:28
794,Dan Trebil\trebida01,26,PIT,D,16,0,0,0,-1,7,-0.1,0,0,0,0,0,0,0,17,0.0,208,12:59
794,Dan Trebil\trebida01,26,STL,D,10,0,0,0,1,0,0.2,0,0,0,0,0,0,0,9,0.0,142,14:14
795,Yannick Tremblay\trembya01,25,ATL,D,46,4,8,12,-6,30,1.8,3,1,0,1,5,3,0,102,3.9,940,20:27
796,Pascal Trepanier\trepapa01,27,MDA,D,57,6,4,10,-12,73,2.1,3,3,0,0,3,1,0,86,7.0,957,16:47
797,Pavel Trnka\trnkapa01,24,MDA,D,59,1,7,8,-12,42,1.7,1,0,0,0,4,3,0,59,1.7,1187,20:07
798,Vladimir Tsyplakov\tsyplvl01,31,BUF,LW,36,7,7,14,2,10,1.6,7,0,0,0,7,0,0,39,17.9,407,11:18
799,Darcy Tucker\tuckeda01,25,TOR,RW,82,16,21,37,6,141,3.3,14,2,0,4,19,2,0,122,13.1,1325,16:09
800,Marko Tuomainen\tuomama01,28,LAK,RW,11,0,1,1,1,4,-0.1,0,0,0,0,1,0,0,12,0.0,103,9:22
801,Pierre Turgeon\turgepi01,31,STL,C,79,30,52,82,14,37,9.8,19,11,0,6,32,20,0,171,17.5,1488,18:50
802,Tony Tuzzolino\tuzzoto01,25,NYR,RW,6,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,3,0.0,22,3:41
803,Oleg Tverdovsky\tverdol01,24,MDA,D,82,14,39,53,-11,32,9.0,6,8,0,3,11,28,0,188,7.4,2002,24:25
804,Igor Ulanov\ulanoig01,31,EDM,D,67,3,20,23,15,90,5.1,2,1,0,0,11,6,3,74,4.1,1542,23:01
805,Jeff Ulmer\ulmerje01,23,NYR,RW,21,3,0,3,-6,8,-0.1,3,0,0,0,0,0,0,22,13.6,218,10:23
806,Ossi Vaananen\vaanaos01,20,PHX,D,81,4,12,16,9,90,4.4,4,0,0,2,10,2,0,69,5.8,1552,19:09
807,Rob Valicevic\valicro01,30,NSH,LW,60,8,6,14,-2,26,1.0,7,1,0,4,6,0,0,62,12.9,846,14:06
808,Garry Valk\valkga01,33,TOR,RW,74,8,18,26,4,46,2.1,7,1,0,2,15,3,0,87,9.2,854,11:33
809,Shaun Van Allen\vanalsh01,33,DAL,C,59,7,16,23,5,16,2.2,5,0,2,3,15,0,1,51,13.7,712,12:05
810,Darren Van Impe\vanimda01,27,BOS,D,31,3,10,13,-9,41,1.6,1,2,0,0,2,8,0,40,7.5,626,20:11
811,Mike Van Ryn\vanrymi01,21,STL,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,14,13:43
812,Ryan VandenBussche\vandery01,27,CHI,RW,64,2,5,7,-8,146,-0.2,2,0,0,0,5,0,0,24,8.3,497,7:46
813,Vaclav Varada\varadva01,24,BUF,RW,75,10,21,31,-2,81,2.4,8,2,0,2,19,2,0,112,8.9,1196,15:57
814,Josef Vasicek\vasicjo01,20,CAR,C,76,8,13,21,-8,53,1.4,7,1,0,0,12,1,0,103,7.8,898,11:49
815,Herbert Vasiljevs\vasilhe01,24,ATL,RW,21,4,5,9,-11,14,0.3,2,2,0,1,2,2,1,41,9.8,336,16:01
816,Pat Verbeek\verbepa01,36,DET,RW,67,15,15,30,0,73,3.1,8,7,0,0,10,5,0,113,13.3,905,13:31
817,J.P. Vigier\vigiejp01,24,ATL,RW,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,20,9:56
818,Vitaly Vishnevski\vishnvi01,20,MDA,D,76,1,10,11,-1,99,3.3,1,0,0,0,9,0,1,49,2.0,1462,19:14
819,Lubomir Visnovsky\visnolu01,24,LAK,D,81,7,32,39,16,36,6.9,4,3,0,3,21,11,0,105,6.7,1375,16:58
820,Tomas Vlasak\vlasato01,25,LAK,LW,10,1,3,4,4,2,0.4,1,0,0,0,3,0,0,15,6.7,115,11:28
821,Reto Von Arx\vonarre01,24,CHI,LW,19,3,1,4,-4,4,0.2,3,0,0,1,1,0,0,12,25.0,217,11:26
822,David Vyborny\vyborda01,26,CBJ,RW,79,13,19,32,-9,22,2.5,8,5,0,1,12,7,0,125,10.4,1219,15:25
823,Sergei Vyshedkevich\vyshese01,26,ATL,D,23,1,2,3,-7,14,0.2,1,0,0,0,1,1,0,28,3.6,473,20:34
824,Scott Walker\walkesc01,27,NSH,RW,74,25,29,54,-2,66,6.1,13,9,3,1,13,14,2,159,15.7,1427,19:17
825,Jesse Wallin\wallije01,22,DET,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,4,3:50
826,Niclas Wallin\wallini01,25,CAR,D,37,2,3,5,-11,21,0.8,2,0,0,0,3,0,0,19,10.5,553,14:57
827,Wes Walz\walzwe01,30,MIN,C,82,18,12,30,-8,37,2.8,11,0,7,3,9,1,2,152,11.8,1373,16:45
828,Aaron Ward\wardaa01,28,DET,D,73,4,5,9,-4,57,2.4,4,0,0,1,4,0,1,48,8.3,1241,17:00
829,Dixon Ward\warddi01,32,BOS,C,63,5,13,18,-1,65,1.0,5,0,0,0,13,0,0,88,5.7,796,12:38
830,Ed Ward\warded01,31,NJD,RW,4,0,1,1,2,6,0.1,0,0,0,0,1,0,0,4,0.0,19,4:48
831,Jason Ward\wardja01,22,MTL,RW,12,0,0,0,3,12,0.0,0,0,0,0,0,0,0,4,0.0,99,8:16
832,Lance Ward\wardla01,22,FLA,D,30,0,2,2,-3,45,0.5,0,0,0,0,2,0,0,17,0.0,475,15:50
833,Rhett Warrener\warrerh01,25,BUF,D,77,3,16,19,10,78,5.5,3,0,0,2,12,3,1,103,2.9,1570,20:24
834,Todd Warriner\warrito01,27,TBL,LW,64,10,11,21,-13,46,1.1,5,3,2,1,6,5,0,99,10.1,942,14:43
835,Steve Washburn\washbst01,25,PHI,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,21,7:04
836,Mike Watt\wattmi01,24,NSH,RW,18,1,1,2,-2,8,0.0,1,0,0,1,1,0,0,18,5.6,199,11:02
837,Steve Webb\webbst01,25,NYI,C,31,0,2,2,1,35,-0.1,0,0,0,0,2,0,0,8,0.0,200,6:26
838,Doug Weight\weighdo01,30,EDM,C,82,25,65,90,12,91,9.0,17,8,0,3,33,32,0,188,13.3,1815,22:08
839,Eric Weinrich\weinrer01,34,TOT,D,82,7,24,31,-9,44,6.1,4,3,0,2,15,9,0,109,6.4,2036,24:50
839,Eric Weinrich\weinrer01,34,MTL,D,60,6,19,25,-1,34,5.4,4,2,0,1,12,7,0,81,7.4,1467,24:27
